random_crop_id,image_path,sheet_id,sheet_title,page_number,ink_ratio,human_quick_label,human_notes
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0379,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0379.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.00495,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0183_random_0380,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0183_random_0380.png,MH501,DETAILS - HVAC,184,0.040589,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0381,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0381.png,PL306,5TH FLOOR - MED GAS,3,0.068459,,
Revision_Set_7_37f6066a_p0003_random_0382,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0382.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.029115,,
Revision_1_-_Drawing_Changes_6cbee960_p0039_random_0383,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0039_random_0383.png,P-418,CS-1,40,0.058897,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0384,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0384.png,P-418,FD-C,27,0.168441,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0385,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0385.png,S160,"AEMS, PLLC",4,0.010305,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0180_random_0386,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0180_random_0386.png,P-418,WCO,181,0.029753,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0387,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0387.png,PL507,OVERALL MED GAS RISER,5,0.084992,,
Revision_Set_7_37f6066a_p0002_random_0388,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0388.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.018966,,
Revision_1_-_Drawing_Changes_6cbee960_p0034_random_0389,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0034_random_0389.png,P-418,"EXISTING 4"" SS DN",35,0.084755,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0390,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0390.png,AE611,SEE SCHEDULE,18,0.069647,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0391,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0391.png,C10,"PLATE 5/16""X4""X0'-6""",3,0.048109,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0181_random_0392,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0181_random_0392.png,PL105,DRAWING SYMBOLS,182,0.039613,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0393,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0393.png,PL302,EXISTING 1ST FLOOR - MED GAS,1,0.077408,,
Revision_Set_7_37f6066a_p0002_random_0394,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0394.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.049141,,
Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0395,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0395.png,AE401,PLAN DETAILS,22,0.074391,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0008_random_0396,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0008_random_0396.png,AE301,7.4,9,0.129611,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0397,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0397.png,C10,"PLATE 5/16""X4""X0'-6""",3,0.028313,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0195_random_0398,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0195_random_0398.png,E001,SYMBOLS  LIST.,196,0.146655,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0399,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0399.png,PL306,5TH FLOOR - MED GAS,3,0.067271,,
Revision_Set_7_37f6066a_p0003_random_0400,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0400.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.004044,,
Revision_1_-_Drawing_Changes_6cbee960_p0011_random_0401,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0011_random_0401.png,AE401,TYP,12,0.062764,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0402,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0402.png,P-418,"4"" SS",25,0.146896,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0403,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0403.png,S140,PHOTO A-9,8,0.714609,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0404,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0404.png,E001,SYMBOLS  LIST.,197,0.017793,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0405,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0405.png,PL302,EXISTING 1ST FLOOR - MED GAS,1,0.004009,,
Revision_Set_7_37f6066a_p0002_random_0406,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0406.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.005797,,
Revision_1_-_Drawing_Changes_6cbee960_p0041_random_0407,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0041_random_0407.png,PL105,DRAWING SYMBOLS,42,0.07713,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0408,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0408.png,AE125,7.4,12,0.010032,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0409,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0409.png,S142,Project Number,6,0.814453,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0176_random_0410,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0176_random_0410.png,P-418,"4"" SS",177,0.005499,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0411,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0411.png,PL507,OVERALL MED GAS RISER,5,0.151218,,
Revision_Set_7_37f6066a_p0002_random_0412,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0412.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.00363,,
Revision_1_-_Drawing_Changes_6cbee960_p0043_random_0413,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0043_random_0413.png,MH301,VAV,44,0.024175,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0414,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0414.png,P-418,FD-C,22,0.06324,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0415,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0415.png,S142,NOTE:,7,0.785288,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_random_0416,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_random_0416.png,E001,SYMBOLS  LIST.,198,0.048819,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0417,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0417.png,PL306,5TH FLOOR - MED GAS,3,0.060922,,
Revision_Set_7_37f6066a_p0003_random_0418,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0418.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.046447,,
Revision_1_-_Drawing_Changes_6cbee960_p0006_random_0419,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0006_random_0419.png,AD401,Sim,7,0.06483,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0016_random_0420,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0016_random_0420.png,AE600,LOCATIONS WHERE MECHANICAL /,17,0.037869,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0421,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0421.png,C10,"PLATE 5/16""X4""X0'-6""",3,0.035326,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0174_random_0422,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0174_random_0422.png,PL202,EXISTING PLAN 2ND FLOOR -,175,0.003515,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0423,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0423.png,PL507,OVERALL MED GAS RISER,5,0.043257,,
Revision_Set_7_37f6066a_p0002_random_0424,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0424.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.023705,,
Revision_1_-_Drawing_Changes_6cbee960_p0048_random_0425,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0048_random_0425.png,E301,SCHEDULES.,49,0.076816,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0018_random_0426,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0018_random_0426.png,A5075,"RECEPTACLE, DUPLEX",19,0.070876,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0427,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0427.png,S142,Project Number,6,0.636651,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0182_random_0428,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0182_random_0428.png,MH403,CONTROLS - HVAC,183,0.094248,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0429,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0429.png,PL306,5TH FLOOR - MED GAS,3,0.068921,,
Revision_Set_7_37f6066a_p0003_random_0430,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0430.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.033117,,
Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0431,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0431.png,AE401,PLAN DETAILS,22,0.096442,,
Drawing_Rev2-_Steel_Grab_Bars_AE107_e23b5995_p0000_random_0432,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Drawing_Rev2-_Steel_Grab_Bars_AE107_e23b5995_p0000_random_0432.png,AE126,SIM,1,0.14384,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0433,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0433.png,S142,Project Number,6,0.630328,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0185_random_0434,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0185_random_0434.png,MH301,VAV,186,0.027254,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0435,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0435.png,PL305,4TH FLOOR - MED GAS,2,0.005806,,
Revision_Set_7_37f6066a_p0002_random_0436,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0436.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.029073,,
Revision_1_-_Drawing_Changes_6cbee960_p0008_random_0437,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0008_random_0437.png,AE211,CENTRAL,9,0.058406,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0438,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0438.png,P-418,FD-C,27,0.117793,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0439,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0439.png,S140,PHOTO A-9,8,0.712463,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0440,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0440.png,P-418,"1/2"" CW,",173,0.035458,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0441,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0441.png,PL305,4TH FLOOR - MED GAS,2,0.119363,,
Revision_Set_7_37f6066a_p0003_random_0442,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0442.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.047808,,
Revision_1_-_Drawing_Changes_6cbee960_p0019_random_0443,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0019_random_0443.png,AE125,ENLARGED FLOOR PLANS,20,0.046108,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0444,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0444.png,P-418,FD-C,22,0.115849,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0445,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0445.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.261455,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0192_random_0446,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0192_random_0446.png,EP101,GFI,193,0.122258,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0447,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0447.png,PL305,4TH FLOOR - MED GAS,2,0.003775,,
Revision_Set_7_37f6066a_p0003_random_0448,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0448.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.068327,,
Revision_1_-_Drawing_Changes_6cbee960_p0017_random_0449,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0017_random_0449.png,A5109D,7.1,18,0.077424,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0450,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0450.png,AE403,SHIPPING/,13,0.003686,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0451,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0451.png,S160,"AEMS, PLLC",4,0.024243,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0194_random_0452,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0194_random_0452.png,EP103,"72""",195,0.010896,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0453,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0453.png,PL306,5TH FLOOR - MED GAS,3,0.037877,,
Revision_Set_7_37f6066a_p0003_random_0454,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0454.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.046365,,
Revision_1_-_Drawing_Changes_6cbee960_p0017_random_0455,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0017_random_0455.png,A5109D,7.1,18,0.063007,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0456,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0456.png,AE600,"3' - 0""",11,0.062451,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0457,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0457.png,S142,NOTE:,7,0.75975,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0177_random_0458,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0177_random_0458.png,P-420,FD-C,178,0.109559,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0459,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0459.png,PL306,5TH FLOOR - MED GAS,3,0.097067,,
Revision_Set_7_37f6066a_p0003_random_0460,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0460.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.060476,,
Revision_1_-_Drawing_Changes_6cbee960_p0003_random_0461,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0003_random_0461.png,S142,"83'-7""",4,0.003578,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0462,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0462.png,AE600,"3' - 0""",11,0.105452,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0463,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0463.png,S140,PHOTO A-9,8,0.752792,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0464,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0464.png,P-418,"1/2"" CW,",173,0.107096,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0465,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0465.png,PL507,OVERALL MED GAS RISER,5,0.086975,,
Revision_Set_7_37f6066a_p0003_random_0466,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0466.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.046524,,
Revision_1_-_Drawing_Changes_6cbee960_p0050_random_0467,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0050_random_0467.png,FA104,ATTIC PLAN - FIRE ALARM,51,0.045071,,
Drawing_Rev2-_Steel_Grab_Bars_R1_AE107.1_9b6a81f4_p0000_random_0468,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Drawing_Rev2-_Steel_Grab_Bars_R1_AE107.1_9b6a81f4_p0000_random_0468.png,AE401,SIM,1,0.043431,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0469,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0469.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.020131,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0178_random_0470,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0178_random_0470.png,P-418,FD-C,179,0.159933,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0471,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0471.png,PL306,5TH FLOOR - MED GAS,3,0.156787,,
Revision_Set_7_37f6066a_p0003_random_0472,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0472.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.021971,,
Revision_1_-_Drawing_Changes_6cbee960_p0009_random_0473,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0009_random_0473.png,AE211,SIM,10,0.015936,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0474,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0474.png,P-418,FD-C,22,0.178022,,
